word,PERSON,LOC,cosine similarity
last,PERSON,LOC,0.12224626661882342
just,PERSON,LOC,0.029266833339396822
alibi,PERSON,LOC,-0.11202081611068092
thing,PERSON,LOC,0.4852029981929468
gets,PERSON,LOC,0.5222871264457478
look,PERSON,LOC,-0.302390086835398
while,PERSON,LOC,0.011243523640156726
iopm,PERSON,LOC,0.27941646486902944
know,PERSON,LOC,0.593851832821275
perfectly,PERSON,LOC,-0.3029032514410708
government,PERSON,LOC,-0.26605132981108826
senseless,PERSON,LOC,0.054301344241246365
over,PERSON,LOC,0.1392469316318275
always,PERSON,LOC,-0.034689068214379004
edward,PERSON,LOC,0.17697480473481708
things,PERSON,LOC,-0.3646540814602319
murder,PERSON,LOC,0.2439546624890136
those,PERSON,LOC,0.18923765841742218
would,PERSON,LOC,0.038499780263640294
crmka,PERSON,LOC,-0.20227431576190372
responsible,PERSON,LOC,0.050839019802366436
though,PERSON,LOC,0.47703700166595386
evidence,PERSON,LOC,0.06280638577904318
events,PERSON,LOC,0.2772359068749917
february,PERSON,LOC,-0.01248300316822848
haired,PERSON,LOC,-0.2975804479008851
town,PERSON,LOC,0.12280544994077018
taken,PERSON,LOC,0.1111750485616717
nothing,PERSON,LOC,-0.3077010711212479
name,PERSON,LOC,0.0761477676060683
streets,PERSON,LOC,0.022858395310486033
overdue,PERSON,LOC,-0.08152210637755161
verified,PERSON,LOC,-0.3042400738279225
somehow,PERSON,LOC,0.20533258772914975
officers,PERSON,LOC,-0.2073525103157642
agree,PERSON,LOC,-0.15807447940446656
horrible,PERSON,LOC,0.13307675917537382
raltway,PERSON,LOC,0.23881201913184807
apostles,PERSON,LOC,0.3857201671476884
most,PERSON,LOC,-0.3596179587084565
list,PERSON,LOC,-0.08924031501884967
eafe,PERSON,LOC,0.26406283704366434
located,PERSON,LOC,0.02239745058141056
fancy,PERSON,LOC,0.0586671609192315
after,PERSON,LOC,-0.2837139263324727
come,PERSON,LOC,0.021743271591497786
queen,PERSON,LOC,-0.17480288078762038
only,PERSON,LOC,-0.09321378690087623
laureni,PERSON,LOC,-0.1510902582261863
suspects,PERSON,LOC,-0.6301028270749099
orphans,PERSON,LOC,0.08561278931309325
hermann,PERSON,LOC,0.25299951493412376
them,PERSON,LOC,-0.010314033109934296
artists,PERSON,LOC,-0.4698676179386211
left,PERSON,LOC,0.33959336510689275
names,PERSON,LOC,-0.05429454407964294
people,PERSON,LOC,0.21126588173608285
little,PERSON,LOC,0.12222789624097022
with,PERSON,LOC,-0.31175417725356086
moring,PERSON,LOC,0.1422826040835398
potential,PERSON,LOC,-0.4350929575241586
actually,PERSON,LOC,-0.287151080922313
days,PERSON,LOC,0.05239454093505107
flemmings,PERSON,LOC,0.27970416672474036
suspect,PERSON,LOC,-0.10771675555029564
built,PERSON,LOC,-0.09040397262369525
expksion,PERSON,LOC,0.5540355406470221
straight,PERSON,LOC,0.05341635775363601
meet,PERSON,LOC,0.1618023270823508
xx17,PERSON,LOC,0.0010576162166712724
happened,PERSON,LOC,0.020412864390899236
stop,PERSON,LOC,-0.27344432733171137
monsters,PERSON,LOC,0.05427238713310959
swore,PERSON,LOC,-0.3642379591660887
supposed,PERSON,LOC,-0.16708594145880512
financed,PERSON,LOC,-0.06174554337872487
ollowing,PERSON,LOC,-0.0002909111693028832
orchestrated,PERSON,LOC,0.15580020151534524
council,PERSON,LOC,0.1582451692982752
lauren,PERSON,LOC,-0.26320906356423646
waiting,PERSON,LOC,0.012149637373226586
allendale,PERSON,LOC,-0.26893976186658947
ever,PERSON,LOC,-0.1280759026241611
nearby,PERSON,LOC,-0.04158581532877812
robin,PERSON,LOC,-0.0005994333143968558
hyacinth,PERSON,LOC,-0.24025538935204632
suspected,PERSON,LOC,0.01606091807695917
could,PERSON,LOC,0.09466830421840432
hand,PERSON,LOC,0.16062919661367606
lizbeth,PERSON,LOC,-0.13849963833204065
first,PERSON,LOC,0.506690002135136
night,PERSON,LOC,-0.3779405830511151
foot,PERSON,LOC,0.31004684930063026
from,PERSON,LOC,-0.5695724581443722
ones,PERSON,LOC,0.17898371205488295
standing,PERSON,LOC,0.22118635635018732
wounds,PERSON,LOC,0.19697847642291713
enough,PERSON,LOC,0.08539422544839097
struck,PERSON,LOC,-0.2239919630478643
next,PERSON,LOC,-0.04654342852645067
scratch,PERSON,LOC,0.19403344445975323
going,PERSON,LOC,0.2565050130919282
ladell,PERSON,LOC,0.2993546481901175
full,PERSON,LOC,-0.37961457519828745
shop,PERSON,LOC,0.13163114773574097
royale,PERSON,LOC,0.28265167866809715
anonymous,PERSON,LOC,0.07171376996403651
becalse,PERSON,LOC,-0.1612177891318985
dobce,PERSON,LOC,0.2590921292309306
entrance,PERSON,LOC,0.019069706756672113
they,PERSON,LOC,-0.2090378746802201
whose,PERSON,LOC,-0.1818526105670285
been,PERSON,LOC,0.4223837629486576
camelia,PERSON,LOC,0.20199186065602995
getaway,PERSON,LOC,-0.21326013541495728
past,PERSON,LOC,0.4589970257687158
month,PERSON,LOC,-0.28015186079883836
chat,PERSON,LOC,-0.3525526362050949
went,PERSON,LOC,0.4738002167778736
black,PERSON,LOC,0.05801143715318826
your,PERSON,LOC,-0.14667964980011128
particularly,PERSON,LOC,0.629134310521619
have,PERSON,LOC,0.3144850611174829
records,PERSON,LOC,-0.06633778244177485
masaaer,PERSON,LOC,0.20644065568526834
home,PERSON,LOC,0.09979917530256244
will,PERSON,LOC,0.06907668858767889
told,PERSON,LOC,-0.20112848520432272
ends,PERSON,LOC,-0.05037374654302926
follow,PERSON,LOC,0.49569202211862423
crap,PERSON,LOC,-0.024114048849854408
wish,PERSON,LOC,0.08969480479345476
said,PERSON,LOC,-0.1203427105944187
about,PERSON,LOC,-0.6474450453325024
evening,PERSON,LOC,-0.14276905363647427
leader,PERSON,LOC,0.3022996137691489
nobilty,PERSON,LOC,0.11260361090106956
found,PERSON,LOC,0.468869973065778
when,PERSON,LOC,0.22674294474582193
good,PERSON,LOC,0.1956600021663652
claimed,PERSON,LOC,0.37546216211190186
what,PERSON,LOC,0.1065933514430681
rhyhe,PERSON,LOC,0.13792208207254478
weird,PERSON,LOC,-0.5952470476334097
place,PERSON,LOC,-0.168006295229191
house,PERSON,LOC,0.2751469677325548
spotted,PERSON,LOC,0.3115247707484565
more,PERSON,LOC,-0.17087173126707456
explosion,PERSON,LOC,0.1401755226814174
victims,PERSON,LOC,-0.03348140733879868
greychapel,PERSON,LOC,0.06762035646858999
revolution,PERSON,LOC,0.27893735133027353
some,PERSON,LOC,-0.26969836160842925
were,PERSON,LOC,0.38325242530335224
already,PERSON,LOC,-0.21599268988310727
keeps,PERSON,LOC,-0.006929712344388578
parents,PERSON,LOC,0.27509961852656006
take,PERSON,LOC,0.022826469151894735
learned,PERSON,LOC,-0.33623608524468945
soon,PERSON,LOC,0.506962335201173
like,PERSON,LOC,-0.012133451927032282
episode,PERSON,LOC,-0.3072553043394518
than,PERSON,LOC,0.5404293505468344
messenger,PERSON,LOC,-0.07831608608073068
oliver,PERSON,LOC,0.0529306746182095
majesty,PERSON,LOC,-0.47624773013960703
their,PERSON,LOC,-0.01266562094181106
that,PERSON,LOC,-0.32552540886720893
never,PERSON,LOC,0.03930584153872963
hundreds,PERSON,LOC,0.1639147984797467
massacre,PERSON,LOC,0.032279265114240376
managed,PERSON,LOC,-0.3463093536811651
happen,PERSON,LOC,0.27384972166270594
make,PERSON,LOC,-0.07975691395214246
driver,PERSON,LOC,-0.003368000692647375
again,PERSON,LOC,0.16470778730837982
long,PERSON,LOC,0.5113539791096503
near,PERSON,LOC,0.16066211111232936
back,PERSON,LOC,0.7048715698308096
even,PERSON,LOC,0.2892647415939762
strike,PERSON,LOC,-0.2876286986159738
part,PERSON,LOC,0.2112267350340014
poorer,PERSON,LOC,0.0094235021040889
petective,PERSON,LOC,-0.336430195123442
november,PERSON,LOC,0.2434052548479838
crossed,PERSON,LOC,-0.34386750393280324
kieran,PERSON,LOC,-0.19947803706218148
lune,PERSON,LOC,-0.21812952906905905
times,PERSON,LOC,0.09456038416736877
right,PERSON,LOC,0.07389220231197892
william,PERSON,LOC,-0.1782373282829608
l'arlequin,PERSON,LOC,-0.16084044885755389
officer,PERSON,LOC,-0.17362513393596837
provided,PERSON,LOC,-0.4221877109803356
grim,PERSON,LOC,-0.16998592486739578
leading,PERSON,LOC,0.23285987121486515
13th,PERSON,LOC,-0.4757510253797483
routine,PERSON,LOC,-0.07307832646111762
recognized,PERSON,LOC,0.12394617858210279
scene,PERSON,LOC,-0.15688463370472053
search,PERSON,LOC,0.2582907080467575
fear,PERSON,LOC,0.499644419239758
tran,PERSON,LOC,0.2114373037190944
photograph,PERSON,LOC,0.07848301550684678
propose,PERSON,LOC,0.3480564546845106
public,PERSON,LOC,-0.07743593004358183
scythei,PERSON,LOC,0.40775660174981376
dangerous,PERSON,LOC,-0.15494920215964134
thank,PERSON,LOC,0.14671544804841474
weeks,PERSON,LOC,0.11916619888614494
many,PERSON,LOC,0.1278606711244994
afraid,PERSON,LOC,0.5352215534009067
fifteen,PERSON,LOC,0.13894288379339254
members,PERSON,LOC,-0.016242872353956876
here,PERSON,LOC,-0.28963346154562847
charge,PERSON,LOC,-0.21293375658898706
since,PERSON,LOC,0.5568199462941057
tragedy,PERSON,LOC,0.368893874117873
there,PERSON,LOC,0.24864140061536122
apart,PERSON,LOC,-0.4598259980987079
before,PERSON,LOC,-0.2107065250806157
raid,PERSON,LOC,-0.5351549511191137
